GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
"G5500610","Wisconsin","55","550","Kewaunee County","061","0610",18961,19539,18878,20187,20574,20563
"G5500630","Wisconsin","55","550","La Crosse County","063","0630",80468,91056,97904,107120,114638,120784
"G5500650","Wisconsin","55","550","Lafayette County","065","0650",17456,17412,16076,16137,16836,16611
"G5500670","Wisconsin","55","550","Langlade County","067","0670",19220,19978,19505,20740,19977,19491
"G5500690","Wisconsin","55","550","Lincoln County","069","0690",23499,26555,26993,29641,28743,28415
"G5500710","Wisconsin","55","550","Manitowoc County","071","0710",82294,82918,80421,82887,81442,81359
"G5500730","Wisconsin","55","550","Marathon County","073","0730",97457,111270,115400,125834,134063,138013
"G5500750","Wisconsin","55","550","Marinette County","075","0750",35810,39314,40548,43384,41749,41872
"G5500770","Wisconsin","55","550","Marquette County","077","0770",8865,11672,12321,15832,15404,15592
"G5500780","Wisconsin","55","550","Menominee County","078","0780",2607,3373,3890,4562,4232,4255
"G5500790","Wisconsin","55","550","Milwaukee County","079","0790",1054063,964988,959275,940164,947735,939489
"G5500810","Wisconsin","55","550","Monroe County","081","0810",31610,35074,36633,40899,44673,46274
"G5500830","Wisconsin","55","550","Oconto County","083","0830",25553,28947,30226,35634,37660,38965
"G5500850","Wisconsin","55","550","Oneida County","085","0850",24427,31216,31679,36776,35998,37845
"G5500870","Wisconsin","55","550","Outagamie County","087","0870",119356,128799,140510,160971,176695,190705
"G5500890","Wisconsin","55","550","Ozaukee County","089","0890",54421,66981,72831,82317,86395,91503
"G5500910","Wisconsin","55","550","Pepin County","091","0910",7319,7477,7107,7213,7469,7318
"G5500930","Wisconsin","55","550","Pierce County","093","0930",26652,31149,32765,36804,41019,42212
"G5500950","Wisconsin","55","550","Polk County","095","0950",26666,32351,34773,41319,44205,44977
"G5500970","Wisconsin","55","550","Portage County","097","0970",47541,57420,61405,67182,70019,70377
"G5500990","Wisconsin","55","550","Price County","099","0990",14520,15788,15600,15822,14159,14054
"G5501010","Wisconsin","55","550","Racine County","101","1010",170838,173132,175034,188831,195408,197727
"G5501030","Wisconsin","55","550","Richland County","103","1030",17079,17476,17521,17924,18021,17304
"G5501050","Wisconsin","55","550","Rock County","105","1050",131970,139420,139510,152307,160331,163687
"G5501070","Wisconsin","55","550","Rusk County","107","1070",14238,15589,15079,15347,14755,14188
"G5501110","Wisconsin","55","550","Sauk County","111","1110",39057,43469,46975,55225,61976,65763
"G5501130","Wisconsin","55","550","Sawyer County","113","1130",9670,12843,14181,16196,16557,18074
"G5501150","Wisconsin","55","550","Shawano County","115","1150",32650,35928,37157,40664,41949,40881
"G5501170","Wisconsin","55","550","Sheboygan County","117","1170",96660,100935,103877,112646,115507,118034
"G5501090","Wisconsin","55","550","St. Croix County","109","1090",34354,43262,50251,63155,84345,93536
"G5501190","Wisconsin","55","550","Taylor County","119","1190",16958,18817,18901,19680,20689,19913
"G5501210","Wisconsin","55","550","Trempealeau County","121","1210",23344,26158,25263,27010,28816,30760
"G5501230","Wisconsin","55","550","Vernon County","123","1230",24557,25642,25617,28056,29773,30714
"G5501250","Wisconsin","55","550","Vilas County","125","1250",10958,16535,17707,21033,21430,23047
"G5501270","Wisconsin","55","550","Walworth County","127","1270",63444,71507,75000,93759,102228,106478
"G5501290","Wisconsin","55","550","Washburn County","129","1290",10601,13174,13772,16036,15911,16623
"G5501310","Wisconsin","55","550","Washington County","131","1310",63839,84848,95328,117493,131887,136761
"G5501330","Wisconsin","55","550","Waukesha County","133","1330",231365,280326,304715,360767,389891,406978
"G5501350","Wisconsin","55","550","Waupaca County","135","1350",37780,42831,46104,51731,52410,51812
"G5501370","Wisconsin","55","550","Waushara County","137","1370",14795,18526,19385,23154,24496,24520
"G5501390","Wisconsin","55","550","Winnebago County","139","1390",129931,131703,140320,156763,166994,171730
"G5501410","Wisconsin","55","550","Wood County","141","1410",65362,72799,73605,75555,74749,74207
"G5600010","Wyoming","56","560","Albany County","001","0010",26431,29062,30797,32014,36299,37066
"G5600030","Wyoming","56","560","Big Horn County","003","0030",10202,11896,10525,11461,11668,11521
"G5600050","Wyoming","56","560","Campbell County","005","0050",12957,24367,29370,33698,46133,47026
"G5600070","Wyoming","56","560","Carbon County","007","0070",13354,21896,16659,15639,15885,14537
"G5600090","Wyoming","56","560","Converse County","009","0090",5938,14069,11128,12052,13833,13751
"G5600110","Wyoming","56","560","Crook County","011","0110",4535,5308,5294,5887,7083,7181
"G5600130","Wyoming","56","560","Fremont County","013","0130",28352,38992,33662,35804,40123,39234
"G5600150","Wyoming","56","560","Goshen County","015","0150",10885,12040,12373,12538,13249,12498
"G5600170","Wyoming","56","560","Hot Springs County","017","0170",4952,5710,4809,4882,4812,4621
"G5600190","Wyoming","56","560","Johnson County","019","0190",5587,6700,6145,7075,8569,8447
"G5600210","Wyoming","56","560","Laramie County","021","0210",56360,68649,73142,81607,91738,100512
"G5600230","Wyoming","56","560","Lincoln County","023","0230",8640,12177,12625,14573,18106,19581
"G5600250","Wyoming","56","560","Natrona County","025","0250",51264,71856,61226,66533,75450,79955
"G5600270","Wyoming","56","560","Niobrara County","027","0270",2924,2924,2499,2407,2484,2467
"G5600290","Wyoming","56","560","Park County","029","0290",17752,21639,23178,25786,28205,29624
"G5600310","Wyoming","56","560","Platte County","031","0310",6486,11975,8145,8807,8667,8605
"G5600330","Wyoming","56","560","Sheridan County","033","0330",17852,25048,23562,26560,29116,30921
"G5600350","Wyoming","56","560","Sublette County","035","0350",3755,4548,4843,5920,10247,8728
"G5600370","Wyoming","56","560","Sweetwater County","037","0370",18391,41723,38823,37613,43806,42272
"G5600390","Wyoming","56","560","Teton County","039","0390",4823,9355,11172,18251,21294,23331
"G5600410","Wyoming","56","560","Uinta County","041","0410",7100,13021,18705,19742,21118,20450
"G5600430","Wyoming","56","560","Washakie County","043","0430",7569,9496,8388,8289,8533,7685
"G5600450","Wyoming","56","560","Weston County","045","0450",6307,7106,6518,6644,7208,6838
"G7200010","Puerto Rico","72","720","Adjuntas Municipio","001","0010",,,,,19483,18020
"G7200030","Puerto Rico","72","720","Aguada Municipio","003","0030",,,,,41959,38136
"G7200050","Puerto Rico","72","720","Aguadilla Municipio","005","0050",,,,,60949,55101
"G7200070","Puerto Rico","72","720","Aguas Buenas Municipio","007","0070",,,,,28659,24223
"G7200090","Puerto Rico","72","720","Aibonito Municipio","009","0090",,,,,25900,24637
"G7200110","Puerto Rico","72","720","Añasco Municipio","011","0110",,,,,29261,25596
"G7200130","Puerto Rico","72","720","Arecibo Municipio","013","0130",,,,,96440,87754
"G7200150","Puerto Rico","72","720","Arroyo Municipio","015","0150",,,,,19575,15843
"G7200170","Puerto Rico","72","720","Barceloneta Municipio","017","0170",,,,,24816,22657
"G7200190","Puerto Rico","72","720","Barranquitas Municipio","019","0190",,,,,30318,28983
"G7200210","Puerto Rico","72","720","Bayamón Municipio","021","0210",,,,,208116,185187
"G7200230","Puerto Rico","72","720","Cabo Rojo Municipio","023","0230",,,,,50917,47158
"G7200250","Puerto Rico","72","720","Caguas Municipio","025","0250",,,,,142893,127244
"G7200270","Puerto Rico","72","720","Camuy Municipio","027","0270",,,,,35159,32827
"G7200290","Puerto Rico","72","720","Canóvanas Municipio","029","0290",,,,,47648,42337
"G7200310","Puerto Rico","72","720","Carolina Municipio","031","0310",,,,,176762,154815
"G7200330","Puerto Rico","72","720","Cataño Municipio","033","0330",,,,,28140,23155
"G7200350","Puerto Rico","72","720","Cayey Municipio","035","0350",,,,,48119,41652
"G7200370","Puerto Rico","72","720","Ceiba Municipio","037","0370",,,,,13631,11307
"G7200390","Puerto Rico","72","720","Ciales Municipio","039","0390",,,,,18782,16984
"G7200410","Puerto Rico","72","720","Cidra Municipio","041","0410",,,,,43480,39970
"G7200430","Puerto Rico","72","720","Coamo Municipio","043","0430",,,,,40512,34668
"G7200450","Puerto Rico","72","720","Comerío Municipio","045","0450",,,,,20778,18883
"G7200470","Puerto Rico","72","720","Corozal Municipio","047","0470",,,,,37142,34571
"G7200490","Puerto Rico","72","720","Culebra Municipio","049","0490",,,,,1818,1792
"G7200510","Puerto Rico","72","720","Dorado Municipio","051","0510",,,,,38165,35879
"G7200530","Puerto Rico","72","720","Fajardo Municipio","053","0530",,,,,36993,32124
"G7200540","Puerto Rico","72","720","Florida Municipio","054","0540",,,,,12680,11692
"G7200550","Puerto Rico","72","720","Guánica Municipio","055","0550",,,,,19427,13787
"G7200570","Puerto Rico","72","720","Guayama Municipio","057","0570",,,,,45362,36614
"G7200590","Puerto Rico","72","720","Guayanilla Municipio","059","0590",,,,,21581,17784
"G7200610","Puerto Rico","72","720","Guaynabo Municipio","061","0610",,,,,97924,89780
"G7200630","Puerto Rico","72","720","Gurabo Municipio","063","0630",,,,,45369,40622
"G7200650","Puerto Rico","72","720","Hatillo Municipio","065","0650",,,,,41953,38486
"G7200670","Puerto Rico","72","720","Hormigueros Municipio","067","0670",,,,,17250,15654
"G7200690","Puerto Rico","72","720","Humacao Municipio","069","0690",,,,,58466,50896
"G7200710","Puerto Rico","72","720","Isabela Municipio","071","0710",,,,,45631,42943
"G7200730","Puerto Rico","72","720","Jayuya Municipio","073","0730",,,,,16642,14779
